i,u,eta_F,load,power,prod,eff,eff_m,prod_m,power_m
247,1.357799762,0.210735943,0.033363805,0.033363805,0.194741565,5.836911123,237.3790255,13.72202859,0.000146391
248,1.358260977,0.212062475,0.03351026,0.03351026,0.196760807,5.871658609,237.2571166,13.78745882,0.000146455
249,1.358721074,0.213389561,0.033656779,0.033656779,0.19879049,5.906402666,237.129965,13.85268948,0.000146519
250,1.35918006,0.214717167,0.033803362,0.033803362,0.200830591,5.941142475,236.9976189,13.917719,0.000146583
251,1.35963794,0.216045262,0.033950009,0.033950009,0.202881084,5.97587722,236.8601266,13.98254585,0.000146647
252,1.36009472,0.217373815,0.034096719,0.034096719,0.204941947,6.010606095,236.7175362,14.04716853,0.00014671
253,1.360550406,0.218702795,0.034243493,0.034243493,0.207013154,6.045328297,236.5698958,14.11158555,0.000146774
254,1.361005005,0.22003217,0.034390329,0.034390329,0.209094682,6.080043033,236.4172532,14.17579547,0.000146837
255,1.361458522,0.221361909,0.034537229,0.034537229,0.211186504,6.114749513,236.2596562,14.23979688,0.0001469
256,1.361910963,0.222691983,0.034684192,0.034684192,0.213288596,6.149446956,236.0971524,14.30358837,0.000146963
257,1.362362334,0.224022359,0.034831217,0.034831217,0.215400932,6.184134586,235.9297894,14.36716859,0.000147025
258,1.36281264,0.225353009,0.034978304,0.034978304,0.217523487,6.218811633,235.7576145,14.43053621,0.000147088
259,1.363261888,0.226683902,0.035125455,0.035125455,0.219656234,6.253477336,235.580675,14.49368991,0.00014715
260,1.363710083,0.228015008,0.035272667,0.035272667,0.221799147,6.288130937,235.399018,14.55662843,0.000147212
261,1.36415723,0.229346298,0.035419941,0.035419941,0.223952199,6.322771686,235.2126905,14.61935051,0.000147274
262,1.364603336,0.230677743,0.035567277,0.035567277,0.226115364,6.35739884,235.0217392,14.68185494,0.000147336
263,1.365048405,0.232009312,0.035714674,0.035714674,0.228288615,6.392011662,234.826211,14.7441405,0.000147398
264,1.365492443,0.233340978,0.035862133,0.035862133,0.230471925,6.42660942,234.6261522,14.80620605,0.000147459
265,1.365935456,0.234672711,0.036009654,0.036009654,0.232665266,6.46119139,234.4216094,14.86805044,0.00014752
266,1.366377449,0.236004483,0.036157235,0.036157235,0.23486861,6.495756853,234.2126287,14.92967255,0.000147582
267,1.366818427,0.237336265,0.036304878,0.036304878,0.23708193,6.530305099,233.9992563,14.9910713,0.000147643
268,1.367258396,0.23866803,0.036452581,0.036452581,0.239305197,6.56483542,233.7815379,15.05224563,0.000147703
269,1.367697361,0.239999749,0.036600345,0.036600345,0.241538384,6.599347119,233.5595195,15.1131945,0.000147764
270,1.368135327,0.241331395,0.03674817,0.03674817,0.243781461,6.633839501,233.3332465,15.17391691,0.000147825
271,1.3685723,0.24266294,0.036896055,0.036896055,0.246034401,6.66831188,233.1027644,15.23441188,0.000147885
272,1.369008284,0.243994357,0.037044,0.037044,0.248297173,6.702763576,232.8681184,15.29467844,0.000147945
273,1.369443284,0.24532562,0.037192005,0.037192005,0.25056975,6.737193914,232.6293536,15.35471567,0.000148005
274,1.369877306,0.2466567,0.03734007,0.03734007,0.252852102,6.771602226,232.386515,15.41452267,0.000148065
275,1.370310355,0.247987571,0.037488195,0.037488195,0.255144199,6.805987852,232.1396471,15.47409855,0.000148125
276,1.370742436,0.249318208,0.037636379,0.037636379,0.257446011,6.840350134,231.8887947,15.53344245,0.000148184
277,1.371173553,0.250648583,0.037784623,0.037784623,0.25975751,6.874688425,231.634002,15.59255355,0.000148244
278,1.371603712,0.251978671,0.037932926,0.037932926,0.262078664,6.90900208,231.3753133,15.65143104,0.000148303
279,1.372032917,0.253308446,0.038081288,0.038081288,0.264409444,6.943290463,231.1127724,15.71007413,0.000148362
280,1.372461174,0.254637882,0.038229709,0.038229709,0.266749819,6.977552942,230.8464233,15.76848208,0.000148421
281,1.372888487,0.255966955,0.038378189,0.038378189,0.26909976,7.011788894,230.5763096,15.82665414,0.00014848
282,1.37331486,0.257295637,0.038526728,0.038526728,0.271459234,7.0459977,230.3024746,15.88458961,0.000148539
283,1.3737403,0.258623906,0.038675325,0.038675325,0.273828212,7.080178746,230.0249616,15.94228779,0.000148597
284,1.374164809,0.259951736,0.03882398,0.03882398,0.276206663,7.114331427,229.7438137,15.99974803,0.000148655
285,1.374588393,0.261279102,0.038972694,0.038972694,0.278594555,7.148455143,229.4590737,16.05696969,0.000148714
286,1.375011057,0.26260598,0.039121466,0.039121466,0.280991857,7.182549298,229.1707842,16.11395214,0.000148772
287,1.375432806,0.263932347,0.039270296,0.039270296,0.283398538,7.216613305,228.8789877,16.17069479,0.00014883
288,1.375853642,0.265258177,0.039419183,0.039419183,0.285814565,7.250646581,228.5837264,16.22719708,0.000148888
289,1.376273573,0.266583448,0.039568128,0.039568128,0.288239909,7.28464855,228.2850423,16.28345844,0.000148945
290,1.3766926,0.267908135,0.039717131,0.039717131,0.290674536,7.318618642,227.9829773,16.33947836,0.000149003
291,1.37711073,0.269232216,0.039866191,0.039866191,0.293118415,7.352556292,227.677573,16.39525632,0.00014906
292,1.377527967,0.270555668,0.040015309,0.040015309,0.295571514,7.386460941,227.3688708,16.45079183,0.000149117
293,1.377944315,0.271878467,0.040164483,0.040164483,0.298033801,7.420332038,227.056912,16.50608445,0.000149174
294,1.378359778,0.273200591,0.040313715,0.040313715,0.300505243,7.454169034,226.7417374,16.56113372,0.000149231
295,1.37877436,0.274522017,0.040463003,0.040463003,0.302985808,7.48797139,226.4233879,16.61593922,0.000149288
296,1.379188067,0.275842723,0.040612348,0.040612348,0.305475463,7.52173857,226.101904,16.67050055,0.000149345
297,1.379600902,0.277162687,0.040761749,0.040761749,0.307974176,7.555470045,225.7773262,16.72481734,0.000149402
298,1.380012869,0.278481888,0.040911207,0.040911207,0.310481914,7.589165291,225.4496945,16.77888922,0.000149458
299,1.380423973,0.279800303,0.041060721,0.041060721,0.312998645,7.622823791,225.1190488,16.83271585,0.000149514
300,1.380834218,0.28111791,0.041210292,0.041210292,0.315524334,7.656445033,224.7854289,16.88629692,0.00014957
301,1.381243608,0.28243469,0.041359918,0.041359918,0.31805895,7.690028509,224.4488742,16.93963212,0.000149626
302,1.381652147,0.28375062,0.041509601,0.041509601,0.32060246,7.723573721,224.109424,16.99272117,0.000149682
303,1.382059839,0.285065679,0.041659339,0.041659339,0.323154829,7.757080172,223.7671172,17.04556382,0.000149738
304,1.382466689,0.286379848,0.041809132,0.041809132,0.325716025,7.790547373,223.4219929,17.09815982,0.000149794
305,1.382872699,0.287693105,0.041958981,0.041958981,0.328286015,7.823974841,223.0740894,17.15050895,0.000149849
306,1.383277875,0.289005431,0.042108886,0.042108886,0.330864765,7.857362098,222.7234452,17.202611,0.000149905
307,1.38368222,0.290316805,0.042258846,0.042258846,0.333452241,7.89070867,222.3700984,17.25446579,0.00014996
308,1.384085739,0.291627207,0.042408861,0.042408861,0.336048409,7.924014091,222.014087,17.30607315,0.000150015
309,1.384488434,0.292936618,0.042558931,0.042558931,0.338653238,7.9572779,221.6554485,17.35743293,0.00015007
310,1.38489031,0.294245018,0.042709055,0.042709055,0.341266691,7.99049964,221.2942205,17.408545,0.000150125
311,1.385291371,0.295552388,0.042859235,0.042859235,0.343888736,8.023678861,220.9304402,17.45940925,0.000150179
312,1.385691621,0.296858709,0.043009469,0.043009469,0.346519339,8.056815117,220.5641447,17.51002558,0.000150234
313,1.386091063,0.298163962,0.043159757,0.043159757,0.349158466,8.089907969,220.1953705,17.56039391,0.000150289
314,1.386489701,0.299468128,0.0433101,0.0433101,0.351806083,8.122956982,219.8241544,17.61051418,0.000150343
315,1.38688754,0.300771188,0.043460498,0.043460498,0.354462155,8.155961727,219.4505326,17.66038634,0.000150397
316,1.387284582,0.302073125,0.043610949,0.043610949,0.35712665,8.188921782,219.0745412,17.71001036,0.000150451
317,1.387680831,0.30337392,0.043761454,0.043761454,0.359799532,8.221836726,218.696216,17.75938624,0.000150505
318,1.388076291,0.304673555,0.043912013,0.043912013,0.362480768,8.254706147,218.3155927,17.80851398,0.000150559
319,1.388470966,0.305972013,0.044062626,0.044062626,0.365170323,8.287529637,217.9327066,17.85739359,0.000150613
320,1.38886486,0.307269275,0.044213293,0.044213293,0.367868163,8.320306794,217.5475929,17.90602511,0.000150667
321,1.389257975,0.308565325,0.044364013,0.044364013,0.370574253,8.35303722,217.1602865,17.9544086,0.00015072
322,1.389650315,0.309860146,0.044514787,0.044514787,0.37328856,8.385720522,216.770822,18.00254413,0.000150774
323,1.390041885,0.311153719,0.044665614,0.044665614,0.37601105,8.418356313,216.379234,18.05043176,0.000150827
324,1.390432687,0.312446029,0.044816494,0.044816494,0.378741686,8.450944211,215.9855566,18.09807161,0.00015088
325,1.390822725,0.313737059,0.044967427,0.044967427,0.381480436,8.483483839,215.5898239,18.14546378,0.000150933
326,1.391212003,0.315026792,0.045118413,0.045118413,0.384227265,8.515974824,215.1920694,18.1926084,0.000150986
327,1.391600524,0.316315212,0.045269451,0.045269451,0.386982138,8.548416801,214.7923269,18.23950562,0.000151039
328,1.391988291,0.317602304,0.045420543,0.045420543,0.389745021,8.580809406,214.3906295,18.28615558,0.000151092
329,1.392375307,0.31888805,0.045571687,0.045571687,0.39251588,8.613152283,213.9870103,18.33255846,0.000151144
330,1.392761577,0.320172435,0.045722884,0.045722884,0.395294679,8.645445079,213.5815021,18.37871444,0.000151197
331,1.393147104,0.321455445,0.045874133,0.045874133,0.398081384,8.677687447,213.1741375,18.42462372,0.000151249
332,1.39353189,0.322737062,0.046025434,0.046025434,0.400875961,8.709879045,212.7649488,18.4702865,0.000151301
333,1.393915939,0.324017273,0.046176787,0.046176787,0.403678375,8.742019535,212.3539681,18.51570303,0.000151353
334,1.394299255,0.325296062,0.046328193,0.046328193,0.406488592,8.774108585,211.9412272,18.56087352,0.000151405
335,1.394681841,0.326573415,0.04647965,0.04647965,0.409306577,8.806145865,211.5267579,18.60579823,0.000151457
336,1.395063699,0.327849315,0.046631159,0.046631159,0.412132295,8.838131053,211.1105915,18.65047743,0.000151509
337,1.395444834,0.329123751,0.04678272,0.04678272,0.414965712,8.870063831,210.6927591,18.69491139,0.000151561
338,1.395825248,0.330396705,0.046934332,0.046934332,0.417806793,8.901943885,210.2732918,18.7391004,0.000151612
339,1.396204945,0.331668166,0.047085996,0.047085996,0.420655504,8.933770904,209.8522202,18.78304476,0.000151664
340,1.396583927,0.332938118,0.047237712,0.047237712,0.42351181,8.965544586,209.4295747,18.82674478,0.000151715
341,1.396962198,0.334206548,0.047389478,0.047389478,0.426375677,8.997264629,209.0053856,18.87020078,0.000151767
342,1.397339761,0.335473442,0.047541296,0.047541296,0.42924707,9.028930738,208.5796829,18.9134131,0.000151818
343,1.39771662,0.336738787,0.047693165,0.047693165,0.432125954,9.060542623,208.1524964,18.9563821,0.000151869
344,1.398092776,0.338002569,0.047845085,0.047845085,0.435012296,9.092099996,207.7238556,18.99910812,0.00015192
345,1.398468234,0.339264776,0.047997056,0.047997056,0.43790606,9.123602577,207.2937897,19.04159153,0.000151971
346,1.398842996,0.340525393,0.048149077,0.048149077,0.440807211,9.155050087,206.8623279,19.08383273,0.000152021
347,1.399217065,0.34178441,0.048301149,0.048301149,0.443715717,9.186442254,206.429499,19.12583209,0.000152072
348,1.399590444,0.343041812,0.048453272,0.048453272,0.446631541,9.217778809,205.9953316,19.16759003,0.000152123
349,1.399963137,0.344297587,0.048605445,0.048605445,0.449554651,9.249059487,205.5598541,19.20910695,0.000152173
350,1.400335146,0.345551723,0.048757668,0.048757668,0.45248501,9.280284029,205.1230946,19.25038328,0.000152223
351,1.400706474,0.346804209,0.048909942,0.048909942,0.455422585,9.311452179,204.685081,19.29141946,0.000152274
352,1.401077124,0.348055031,0.049062266,0.049062266,0.458367342,9.342563686,204.2458411,19.33221591,0.000152324
353,1.401447099,0.349304178,0.04921464,0.04921464,0.461319247,9.373618301,203.8054022,19.3727731,0.000152374
354,1.401816402,0.350551638,0.049367063,0.049367063,0.464278264,9.404615783,203.3637916,19.4130915,0.000152424
355,1.402185036,0.3517974,0.049519537,0.049519537,0.46724436,9.435555893,202.9210364,19.45317156,0.000152474
356,1.402553003,0.353041453,0.04967206,0.04967206,0.4702175,9.466438395,202.4771632,19.49301378,0.000152523
357,1.402920307,0.354283784,0.049824633,0.049824633,0.473197651,9.49726306,202.0321987,19.53261865,0.000152573
358,1.40328695,0.355524384,0.049977256,0.049977256,0.476184778,9.528029661,201.5861692,19.57198665,0.000152623
359,1.403652935,0.356763241,0.050129928,0.050129928,0.479178847,9.558737975,201.1391007,19.61111831,0.000152672
360,1.404018265,0.358000345,0.050282649,0.050282649,0.482179824,9.589387784,200.6910192,19.65001414,0.000152721
361,1.404382942,0.359235684,0.05043542,0.05043542,0.485187676,9.619978873,200.2419502,19.68867466,0.000152771
362,1.40474697,0.360469249,0.05058824,0.05058824,0.488202367,9.650511033,199.7919193,19.72710041,0.00015282
363,1.40511035,0.361701029,0.050741109,0.050741109,0.491223865,9.680984057,199.3409516,19.76529193,0.000152869
364,1.405473087,0.362931013,0.050894027,0.050894027,0.494252135,9.711397742,198.8890721,19.80324977,0.000152918
365,1.405835181,0.364159193,0.051046993,0.051046993,0.497287143,9.741751889,198.4363056,19.8409745,0.000152967
366,1.406196637,0.365385558,0.051200009,0.051200009,0.500328856,9.772046304,197.9826766,19.87846666,0.000153015
367,1.406557457,0.366610098,0.051353073,0.051353073,0.50337724,9.802280795,197.5282094,19.91572684,0.000153064
368,1.406917643,0.367832803,0.051506186,0.051506186,0.506432262,9.832455176,197.0729282,19.95275563,0.000153113
369,1.407277198,0.369053665,0.051659347,0.051659347,0.509493887,9.862569262,196.6168568,19.9895536,0.000153161
370,1.407636124,0.370272674,0.051812557,0.051812557,0.512562083,9.892622874,196.1600189,20.02612135,0.00015321
371,1.407994425,0.371489821,0.051965815,0.051965815,0.515636815,9.922615836,195.702438,20.06245949,0.000153258
372,1.408352102,0.372705097,0.052119121,0.052119121,0.51871805,9.952547976,195.2441373,20.09856862,0.000153306
373,1.408709159,0.373918493,0.052272475,0.052272475,0.521805756,9.982419124,194.7851398,20.13444936,0.000153354
374,1.409065598,0.37513,0.052425878,0.052425878,0.524899898,10.01222912,194.3254684,20.17010233,0.000153402
375,1.409421421,0.37633961,0.052579328,0.052579328,0.528000443,10.04197779,193.8651455,20.20552817,0.00015345
376,1.409776631,0.377547314,0.052732826,0.052732826,0.531107358,10.07166499,193.4041937,20.2407275,0.000153498
377,1.410131231,0.378753104,0.052886372,0.052886372,0.534220611,10.10129055,192.9426351,20.27570098,0.000153546
378,1.410485222,0.379956972,0.053039966,0.053039966,0.537340167,10.13085434,192.4804917,20.31044924,0.000153594
379,1.410838608,0.381158909,0.053193607,0.053193607,0.540465994,10.16035619,192.0177851,20.34497294,0.000153641
380,1.411191391,0.382358908,0.053347296,0.053347296,0.54359806,10.18979597,191.554537,20.37927274,0.000153689
381,1.411543573,0.383556961,0.053501032,0.053501032,0.546736331,10.21917354,191.0907688,20.41334931,0.000153736
382,1.411895156,0.384753061,0.053654816,0.053654816,0.549880774,10.24848876,190.6265014,20.44720331,0.000153784
383,1.412246144,0.385947199,0.053808646,0.053808646,0.553031356,10.27774149,190.161756,20.48083542,0.000153831
384,1.412596538,0.387139369,0.053962524,0.053962524,0.556188046,10.3069316,189.6965531,20.51424633,0.000153878
385,1.412946341,0.388329563,0.054116449,0.054116449,0.559350811,10.33605897,189.2309133,20.54743672,0.000153925
386,1.413295555,0.389517774,0.054270421,0.054270421,0.562519617,10.36512348,188.7648569,20.58040727,0.000153972
387,1.413644183,0.390703995,0.05442444,0.05442444,0.565694433,10.39412499,188.2984041,20.6131587,0.000154019
388,1.413992227,0.391888219,0.054578506,0.054578506,0.568875227,10.4230634,187.8315747,20.64569169,0.000154066
389,1.414339689,0.393070439,0.054732618,0.054732618,0.572061965,10.45193858,187.3643885,20.67800696,0.000154112
390,1.414686571,0.394250649,0.054886777,0.054886777,0.575254617,10.48075044,186.896865,20.71010522,0.000154159
391,1.415032876,0.395428842,0.055040983,0.055040983,0.578453149,10.50949885,186.4290235,20.74198717,0.000154206
392,1.415378607,0.396605013,0.055195235,0.055195235,0.58165753,10.53818372,185.9608831,20.77365355,0.000154252
393,1.415723765,0.397779153,0.055349534,0.055349534,0.584867727,10.56680494,185.4924628,20.80510506,0.000154299
394,1.416068352,0.398951258,0.055503879,0.055503879,0.58808371,10.59536241,185.0237813,20.83634245,0.000154345
395,1.416412372,0.400121322,0.05565827,0.05565827,0.591305446,10.62385604,184.5548571,20.86736644,0.000154391
396,1.416755825,0.401289337,0.055812707,0.055812707,0.594532904,10.65228573,184.0857085,20.89817777,0.000154437
397,1.417098715,0.4024553,0.05596719,0.05596719,0.597766051,10.6806514,183.6163538,20.92877717,0.000154483
398,1.417441043,0.403619203,0.05612172,0.05612172,0.601004857,10.70895296,183.1468108,20.95916539,0.000154529
399,1.417782812,0.404781042,0.056276295,0.056276295,0.60424929,10.73719031,182.6770974,20.98934318,0.000154575
400,1.418124024,0.405940811,0.056430916,0.056430916,0.607499318,10.76536339,182.2072312,21.01931129,0.000154621
401,1.418464681,0.407098504,0.056585583,0.056585583,0.610754911,10.79347211,181.7372295,21.04907046,0.000154667
402,1.418804785,0.408254117,0.056740295,0.056740295,0.614016037,10.8215164,181.2671096,21.07862145,0.000154712
403,1.419144339,0.409407643,0.056895053,0.056895053,0.617282665,10.84949618,180.7968884,21.10796504,0.000154758
404,1.419483344,0.410559079,0.057049857,0.057049857,0.620554765,10.87741138,180.3265829,21.13710196,0.000154804
